#DrugBank-ID,Drug-name,HPO-ID,Symptom
11973,tesevatinib,12126,stomach cancer
11974,pf-04691502,2664,neoplasm
11975,tak-448,44,hypogonadotropic hypogonadism
11975,tak-448,135,hypogonadism
11975,tak-448,2664,neoplasm
11975,tak-448,12125,prostate cancer
11976,anifrolumab,100324,scleroderma
11977,golvatinib,2860,squamous cell carcinoma
11977,golvatinib,30731,carcinoma
11978,glasdegib,1909,leukemia
11978,glasdegib,4808,acute myeloid leukemia
11978,glasdegib,11009,acute
11978,glasdegib,12324,myeloid leukemia
11979,elagolix,30127,endometriosis
11981,elamipretide,1138,optic neuropathy
11983,placulumab,1369,arthritis
11983,placulumab,1370,rheumatoid arthritis
11984,letaxaban,1907,thromboembolism
11984,letaxaban,11009,acute
11986,entrectinib,3006,neuroblastoma
11988,ocrelizumab,3674,onset
11988,ocrelizumab,3676,progressive
11988,ocrelizumab,11010,chronic
11988,ocrelizumab,30645,central
11991,oprozomib,1402,hepatocellular carcinoma
11991,oprozomib,6775,multiple myeloma
11991,oprozomib,30645,central
11991,oprozomib,30731,carcinoma
11992,omarigliptin,83,renal insufficiency
11992,omarigliptin,819,diabetes mellitus
11992,omarigliptin,11010,chronic
11993,pf-03463275,100543,cognitive impairment
11993,pf-03463275,100753,schizophrenia
11994,diacerein,819,diabetes mellitus
11994,diacerein,855,insulin resistance
11994,diacerein,1369,arthritis
11994,diacerein,2014,diarrhea
11994,diacerein,2758,osteoarthritis
11995,avatrombopag,1873,thrombocytopenia
11995,avatrombopag,11010,chronic
11996,thymopentin,1402,hepatocellular carcinoma
11996,thymopentin,30731,carcinoma
11999,vosaroxin,1909,leukemia
11999,vosaroxin,11009,acute
12000,apabetalone,2621,atherosclerosis
12001,abemaciclib,2664,neoplasm
12001,abemaciclib,2665,lymphoma
12001,abemaciclib,2861,melanoma
12002,azd-4818,11010,chronic
12003,thymosin beta-4,12399,pressure ulcer
12004,briciclib,1909,leukemia
12004,briciclib,2664,neoplasm
12004,briciclib,2665,lymphoma
12004,briciclib,11009,acute
12005,nirogacestat,10614,fibroma
12005,nirogacestat,100245,desmoid tumors
12006,bms-906024,1909,leukemia
12006,bms-906024,2665,lymphoma
12006,bms-906024,11009,acute
12007,isoflavone,819,diabetes mellitus
12007,isoflavone,2621,atherosclerosis
12007,isoflavone,5978,type ii diabetes mellitus
12007,isoflavone,12125,prostate cancer
12008,prexasertib,1909,leukemia
12008,prexasertib,2664,neoplasm
12009,gw-406381,12531,pain
12009,gw-406381,31005,hyperalgesia
12010,fostamatinib,979,purpura
12010,fostamatinib,1369,arthritis
12010,fostamatinib,1370,rheumatoid arthritis
12010,fostamatinib,1873,thrombocytopenia
12010,fostamatinib,11010,chronic
12011,fevipiprant,1047,atopic dermatitis
12011,fevipiprant,2099,asthma
12011,fevipiprant,3193,allergic rhinitis
12011,fevipiprant,12384,rhinitis
12013,axelopran,2019,constipation
12014,ozoralizumab,1369,arthritis
12014,ozoralizumab,1370,rheumatoid arthritis
12015,alpelisib,2664,neoplasm
12016,ponesimod,11010,chronic
12016,ponesimod,100033,tics
12019,tesetaxel,2861,melanoma
12019,tesetaxel,12125,prostate cancer
12019,tesetaxel,30731,carcinoma
12021,dinaciclib,2664,neoplasm
12023,benralizumab,1880,eosinophilia
12023,benralizumab,2099,asthma
12023,benralizumab,12828,severe
12023,benralizumab,30645,central
12023,benralizumab,32933,airway hyperresponsiveness
12024,pf-04418948,32322,healthy
12025,triptolide,100280,crohn's disease
12026,voxilaprevir,11010,chronic
12026,voxilaprevir,12115,hepatitis
12026,voxilaprevir,200123,chronic hepatitis
12027,serdemetan,2664,neoplasm
12028,broxuridine,1909,leukemia
12028,broxuridine,12125,prostate cancer
12029,chlorogenic acid,40270,impaired glucose tolerance
12030,fluorescein lisicol,1394,cirrhosis
12030,fluorescein lisicol,12115,hepatitis
12030,fluorescein lisicol,100033,tics
12032,atagabalin,100785,insomnia
12034,gantenerumab,726,dementia
12034,gantenerumab,1056,milia
12035,sarecycline,1061,acne
12037,vedroprevir,11010,chronic
12037,vedroprevir,12115,hepatitis
12039,epicatechin,11856,pica
12041,mapracorat,964,eczema
12041,mapracorat,1047,atopic dermatitis
12042,ibodutant,2014,diarrhea
12043,sepetaprost,501,glaucoma
12043,sepetaprost,822,hypertension
12043,sepetaprost,1259,coma
12043,sepetaprost,7906,ocular hypertension
12043,sepetaprost,12825,mild
12044,mk-0893,819,diabetes mellitus
12045,mericitabine,11010,chronic
12045,mericitabine,12115,hepatitis
12045,mericitabine,200123,chronic hepatitis
12046,atopaxar,11009,acute
12047,ganetespib,11009,acute
12049,dasolampanel etibutil,12531,pain
12050,ly-3039478,2664,neoplasm
12050,ly-3039478,2665,lymphoma
12050,ly-3039478,3003,colon cancer
12051,setrobuvir,11010,chronic
12051,setrobuvir,12115,hepatitis
12053,visilizumab,2583,colitis
12053,visilizumab,100279,ulcerative colitis
12054,bq-123,1658,myocardial infarction
12055,mk-0767,819,diabetes mellitus
12056,trebananib,3003,colon cancer
12056,trebananib,30731,carcinoma
12058,recoflavone,5231,chronic gastritis
12058,recoflavone,5263,gastritis
12058,recoflavone,11009,acute
12058,recoflavone,11010,chronic
12059,jnj-40411813,1289,confusion
12059,jnj-40411813,100753,schizophrenia
12060,rrx-001,2664,neoplasm
12060,rrx-001,2665,lymphoma
12060,rrx-001,30153,cholangiocarcinoma
12060,rrx-001,30731,carcinoma
12062,volasertib,1909,leukemia
12062,volasertib,2664,neoplasm
12062,volasertib,11009,acute
12065,radalbuvir,11010,chronic
12065,radalbuvir,12115,hepatitis
12065,radalbuvir,200123,chronic hepatitis
12066,orteronel,12125,prostate cancer
12069,sovaprevir,11010,chronic
12069,sovaprevir,12115,hepatitis
12071,vabicaserin,100753,schizophrenia
12072,orantinib,12125,prostate cancer
12073,albaconazole,12203,onychomycosis
12075,nagrestipen,2664,neoplasm
12076,surotomycin,2014,diarrhea
12077,urelumab,1909,leukemia
12077,urelumab,2665,lymphoma
12077,urelumab,6775,multiple myeloma
12078,enobosarm,20,urinary incontinence
12078,enobosarm,10992,stress urinary incontinence
12079,gefarnate,2588,duodenal ulcer
12080,ritobegron,32322,healthy
12081,anecortave,501,glaucoma
12081,anecortave,822,hypertension
12081,anecortave,1259,coma
12081,anecortave,7906,ocular hypertension
12082,vesnarinone,1259,coma
12082,vesnarinone,100242,sarcoma
12083,mafosfamide,1909,leukemia
12083,mafosfamide,2664,neoplasm
12083,mafosfamide,2665,lymphoma
12083,mafosfamide,30645,central
12084,adp-597,819,diabetes mellitus
12085,lcl-161,1909,leukemia
12085,lcl-161,2664,neoplasm
12086,oxitropium,11010,chronic
12088,tt-232,5584,renal cell carcinoma
12088,tt-232,30731,carcinoma
12088,tt-232,31375,refractory
12089,lorvotuzumab mertansine,1909,leukemia
12089,lorvotuzumab mertansine,6775,multiple myeloma
12089,lorvotuzumab mertansine,30731,carcinoma
12090,patritumab,2664,neoplasm
12091,gadolinium,822,hypertension
12091,gadolinium,1919,acute kidney injury
12091,gadolinium,11009,acute
12091,gadolinium,11010,chronic
12091,gadolinium,12622,chronic kidney disease
12093,tetrahydropalmatine,100753,schizophrenia
12095,telotristat ethyl,2014,diarrhea
12096,pf-05175157,819,diabetes mellitus
12096,pf-05175157,1061,acne
12097,mannitol busulfan,819,diabetes mellitus
12098,l-baclofen,100661,trigeminal neuralgia
12100,abediterol,2099,asthma
12100,abediterol,11010,chronic
12101,cc-220,2725,systemic lupus erythematosus
12101,cc-220,10783,erythema
12102,fulranumab,2829,arthralgia
12102,fulranumab,12531,pain
12105,imagabalin,739,anxiety
12105,imagabalin,12837,generalized
12107,vaborbactam,83,renal insufficiency
12107,vaborbactam,123,nephritis
12107,vaborbactam,2090,pneumonia
12107,vaborbactam,12330,pyelonephritis
12108,taselisib,2664,neoplasm
12108,taselisib,2665,lymphoma
12109,cpi-613,2665,lymphoma
12110,m-chlorophenylpiperazine,30955,alcoholism
12111,mk-212,30955,alcoholism
12112,zuretinol acetate,32118,retinitis
12113,ce-224535,1369,arthritis
12113,ce-224535,2758,osteoarthritis
12114,poziotinib,30731,carcinoma
12115,azd-9164,11010,chronic
12116,epigallocatechin gallate,112,nephropathy
12116,epigallocatechin gallate,822,hypertension
12117,mitometh,2664,neoplasm
12117,mitometh,2885,medulloblastoma
12117,mitometh,25282,dull
12117,mitometh,30065,primitive neuroectodermal tumor
12117,mitometh,30731,carcinoma
12118,sotatercept,1903,anemia
12118,sotatercept,1909,leukemia
12118,sotatercept,6775,multiple myeloma
12119,gevokizumab,554,uveitis
12119,gevokizumab,999,pyoderma
12119,gevokizumab,1061,acne
12119,gevokizumab,1369,arthritis
12119,gevokizumab,2758,osteoarthritis
12119,gevokizumab,25452,pyoderma gangrenosum
12120,avoralstat,969,edema
12120,avoralstat,100665,angioedema
12121,entospletinib,2665,lymphoma
12121,entospletinib,12189,hodgkin lymphoma
12121,entospletinib,12539,non-hodgkin lymphoma
12122,figopitant,32322,healthy
12123,cinepazide,1297,stroke
12123,cinepazide,2140,ischemic stroke
12126,bradykinin,822,hypertension
12127,sultamicillin,2090,pneumonia
12127,sultamicillin,11010,chronic
12128,ulimorelin,2578,gastroparesis
12128,ulimorelin,12828,severe
12129,tideglusib,726,dementia
12129,tideglusib,2511,alzheimer disease
12129,tideglusib,3676,progressive
12132,vanutide cridificar,2511,alzheimer disease
12135,elubrixin,2583,colitis
12135,elubrixin,11010,chronic
12136,solnatide,11009,acute
12137,gsk-256066,2099,asthma
12137,gsk-256066,3193,allergic rhinitis
12137,gsk-256066,12384,rhinitis
12137,gsk-256066,12825,mild
12138,pf-03715455,2099,asthma
12138,pf-03715455,11010,chronic
12139,alisporivir,11010,chronic
12139,alisporivir,12115,hepatitis
12139,alisporivir,200123,chronic hepatitis
12140,dilmapimod,1369,arthritis
12140,dilmapimod,1370,rheumatoid arthritis
12140,dilmapimod,12531,pain
12141,gilteritinib,1909,leukemia
12141,gilteritinib,4808,acute myeloid leukemia
12141,gilteritinib,11009,acute
12141,gilteritinib,12324,myeloid leukemia
12141,gilteritinib,100033,tics
12142,duligotuzumab,2664,neoplasm
12143,rezatomidine,3326,myalgia
12143,rezatomidine,12531,pain
12145,azd-0328,100753,schizophrenia
12146,rigosertib,2664,neoplasm
12147,erdafitinib,2665,lymphoma
12148,menatetrenone,939,osteoporosis
12148,menatetrenone,1402,hepatocellular carcinoma
12148,menatetrenone,30731,carcinoma
12150,pelubiprofen,3418,back pain
12150,pelubiprofen,11010,chronic
12150,pelubiprofen,12531,pain
12152,simtuzumab,2206,pulmonary fibrosis
12152,simtuzumab,11974,myelofibrosis
12153,citicoline,1297,stroke
12153,citicoline,100754,mania
12154,itacitinib,2861,melanoma
12154,itacitinib,30731,carcinoma
12155,napabucasin,30731,carcinoma
12156,cordycepin,1909,leukemia
12157,fasinumab,1369,arthritis
12157,fasinumab,2027,abdominal pain
12157,fasinumab,2758,osteoarthritis
12157,fasinumab,3418,back pain
12157,fasinumab,3419,low back pain
12157,fasinumab,11868,sciatica
12157,fasinumab,12531,pain
12158,filorexant,2076,migraine
12158,filorexant,2315,headache
12158,filorexant,12531,pain
12158,filorexant,31796,recurrent
12159,dupilumab,964,eczema
12159,dupilumab,1047,atopic dermatitis
12159,dupilumab,11856,pica
12159,dupilumab,12826,moderate
12159,dupilumab,12828,severe
12160,bucillamine,1369,arthritis
12160,bucillamine,1370,rheumatoid arthritis
12160,bucillamine,1997,gout
12161,deutetrabenazine,2072,chorea
12161,deutetrabenazine,3676,progressive
12161,deutetrabenazine,40282,frequent
12162,hx-1171,32322,healthy
12162,hx-1171,100033,tics
12163,sarpogrelate,83,renal insufficiency
12163,sarpogrelate,112,nephropathy
12163,sarpogrelate,819,diabetes mellitus
12163,sarpogrelate,11010,chronic
12167,ly-3023414,2664,neoplasm
12167,ly-3023414,3003,colon cancer
12168,mk-0557,100753,schizophrenia
12169,tralokinumab,1596,alopecia
12169,tralokinumab,2099,asthma
12170,veledimex,9592,astrocytoma
12170,veledimex,12174,glioblastoma multiforme
12172,nimorazole,2860,squamous cell carcinoma
12172,nimorazole,30731,carcinoma
12173,diphencyprone,2664,neoplasm
12173,diphencyprone,2861,melanoma
12177,eplivanserin,3326,myalgia
12177,eplivanserin,11010,chronic
12177,eplivanserin,12531,pain
12177,eplivanserin,12532,chronic pain
12177,eplivanserin,100785,insomnia
12180,apitolisib,5584,renal cell carcinoma
12180,apitolisib,12114,endometrial carcinoma
12180,apitolisib,12125,prostate cancer
12180,apitolisib,30731,carcinoma
12181,dalcetrapib,11009,acute
12182,binetrakin,1259,coma
12182,binetrakin,1909,leukemia
12182,binetrakin,2665,lymphoma
12182,binetrakin,11009,acute
12182,binetrakin,100242,sarcoma
12183,sapitinib,2664,neoplasm
12185,exatecan,1259,coma
12185,exatecan,1909,leukemia
12185,exatecan,2665,lymphoma
12185,exatecan,100242,sarcoma
12186,srt-2104,819,diabetes mellitus
12186,srt-2104,100806,sepsis
12187,abacavir hydroxyacetate,11010,chronic
12187,abacavir hydroxyacetate,31915,stable
12188,zicronapine,100753,schizophrenia
12189,etrolizumab,2583,colitis
12189,etrolizumab,100279,ulcerative colitis
12190,faropenem,2090,pneumonia
12190,faropenem,32262,pulmonary tuberculosis
12191,obatoclax,1909,leukemia
12191,obatoclax,2665,lymphoma
12191,obatoclax,11974,myelofibrosis
12193,ajulemic acid,20034,diffuse
12193,ajulemic acid,100614,myositis
12194,atamestane,2664,neoplasm
12196,cp-866087,1513,obesity
12196,cp-866087,30955,alcoholism
12197,auriclosene,509,conjunctivitis
12197,auriclosene,12461,bacteriuria
12198,fosdagrocorat,1369,arthritis
12198,fosdagrocorat,1370,rheumatoid arthritis
12201,pf-03654746,2189,excessive daytime sleepiness
12201,pf-03654746,30050,narcolepsy
12201,pf-03654746,100753,schizophrenia
12204,terbogrel,822,hypertension
12205,ganitumab,2664,neoplasm
12205,ganitumab,3003,colon cancer
12206,n-6022,2099,asthma
12207,verdinexor,32322,healthy
12208,iron isomaltoside 1000,1903,anemia
12208,iron isomaltoside 1000,11010,chronic
12208,iron isomaltoside 1000,12622,chronic kidney disease
12209,tirasemtiv,4417,intermittent claudication
12209,tirasemtiv,7354,amyotrophic lateral sclerosis
12209,tirasemtiv,25275,lateral
12209,tirasemtiv,25406,asthenia
12210,azd-6280,739,anxiety
12211,psi-697,100532,scleritis
12212,landiolol,100033,tics
12213,etaracizumab,5584,renal cell carcinoma
12213,etaracizumab,30731,carcinoma
12213,etaracizumab,31796,recurrent
12216,bergapten,1047,atopic dermatitis
12216,bergapten,12828,severe
12216,bergapten,12837,generalized
12219,gsk-424887,739,anxiety
12220,org-25935,30955,alcoholism
12220,org-25935,100753,schizophrenia
12222,lurtotecan,31796,recurrent
12225,beclabuvir,11010,chronic
12225,beclabuvir,12115,hepatitis
12226,terameprocol,30645,central
12227,tetulomab tetraxetan lu-177,2665,lymphoma
12227,tetulomab tetraxetan lu-177,12189,hodgkin lymphoma
12227,tetulomab tetraxetan lu-177,12191,b-cell lymphoma
12227,tetulomab tetraxetan lu-177,12539,non-hodgkin lymphoma
12227,tetulomab tetraxetan lu-177,20034,diffuse
12228,telcagepant,2076,migraine
12228,telcagepant,12531,pain
12228,telcagepant,30645,central
12228,telcagepant,30646,peripheral
12229,cerlapirdine,2511,alzheimer disease
12232,krn-7000,11010,chronic
12232,krn-7000,12115,hepatitis
12232,krn-7000,200123,chronic hepatitis
12233,iguratimod,1369,arthritis
12233,iguratimod,1370,rheumatoid arthritis
12234,bms-214662,1903,anemia
12234,bms-214662,1909,leukemia
12234,bms-214662,4808,acute myeloid leukemia
12234,bms-214662,4836,acute promyelocytic leukemia
12234,bms-214662,5505,refractory anemia
12234,bms-214662,5506,chronic myelogenous leukemia
12234,bms-214662,11009,acute
12234,bms-214662,11010,chronic
12234,bms-214662,12324,myeloid leukemia
12234,bms-214662,31375,refractory
12234,bms-214662,31796,recurrent
12235,estetrol,2664,neoplasm
12236,bexagliflozin,819,diabetes mellitus
12237,gw-274150,1369,arthritis
12237,gw-274150,2076,migraine
12237,gw-274150,2099,asthma
12238,mk-0777,739,anxiety
12238,mk-0777,12837,generalized
12238,mk-0777,100753,schizophrenia
12239,balicatib,939,osteoporosis
12239,balicatib,1369,arthritis
12239,balicatib,2758,osteoarthritis
12239,balicatib,5086,knee osteoarthritis
12240,polatuzumab vedotin,2665,lymphoma
12240,polatuzumab vedotin,12191,b-cell lymphoma
12240,polatuzumab vedotin,20034,diffuse
12241,tak-733,2861,melanoma
12243,edaravone,1297,stroke
12243,edaravone,1658,myocardial infarction
12243,edaravone,2140,ischemic stroke
12243,edaravone,11009,acute
12243,edaravone,25275,lateral
12246,inclacumab,1658,myocardial infarction
12246,inclacumab,30646,peripheral
12247,azd-4547,2664,neoplasm
12247,azd-4547,2665,lymphoma
12247,azd-4547,30731,carcinoma
12248,tulobuterol,11010,chronic
12249,stem bromelain,1369,arthritis
12249,stem bromelain,2014,diarrhea
12249,stem bromelain,2758,osteoarthritis
12249,stem bromelain,2960,autoimmunity
12249,stem bromelain,11856,pica
12249,stem bromelain,12830,position
12250,cixutumumab,1909,leukemia
12250,cixutumumab,2664,neoplasm
12250,cixutumumab,30731,carcinoma
12252,pg-701,1369,arthritis
12252,pg-701,1370,rheumatoid arthritis
12255,vadadustat,1903,anemia
12255,vadadustat,11010,chronic
12255,vadadustat,12622,chronic kidney disease
12256,bamosiran,501,glaucoma
12256,bamosiran,822,hypertension
12256,bamosiran,1259,coma
12256,bamosiran,7906,ocular hypertension
12256,bamosiran,12108,open angle glaucoma
12257,platinum,30406,primary peritoneal carcinoma
12257,platinum,30731,carcinoma
12258,abicipar pegol,608,macular degeneration
12258,abicipar pegol,969,edema
12258,abicipar pegol,40049,macular edema
12260,radiprodil,12469,infantile spasms
12260,radiprodil,12531,pain
12260,radiprodil,30646,peripheral
12261,ascrinvacumab,2664,neoplasm
12261,ascrinvacumab,30731,carcinoma
12261,ascrinvacumab,100002,pleural mesothelioma
12262,crs-3123,2583,colitis
12262,crs-3123,32168,clostridium difficile colitis
12263,begacestat,2511,alzheimer disease
12267,brigatinib,2665,lymphoma
12268,carmegliptin,819,diabetes mellitus
12269,pf-06273340,32322,healthy
12270,losmapimod,11010,chronic
12271,ore-1001,2583,colitis
12271,ore-1001,12825,mild
12271,ore-1001,12826,moderate
12271,ore-1001,100279,ulcerative colitis
12272,vidupiprant,2099,asthma
12273,ecopipam,100716,self-injurious behavior
12275,seviteronel,12125,prostate cancer
12276,apomine,939,osteoporosis
12277,polihexanide,2664,neoplasm
12278,propiverine,11,neurogenic bladder
12278,propiverine,12,urinary urgency
12278,propiverine,17,nocturia
12278,propiverine,20,urinary incontinence
12278,propiverine,11010,chronic
12278,propiverine,40279,frequency
12278,propiverine,40282,frequent
12280,azd-5423,2099,asthma
12280,azd-5423,11010,chronic
12281,luspatercept,1903,anemia
12282,defactinib,100002,pleural mesothelioma
12283,balapiravir,11010,chronic
12283,balapiravir,12115,hepatitis
12284,ly-2608204,819,diabetes mellitus
12285,verubecestat,12825,mild
12285,verubecestat,100543,cognitive impairment
12286,simendan,11009,acute
12287,talsaclidine,2511,alzheimer disease
12289,darexaban,1907,thromboembolism
12289,darexaban,100033,tics
12291,tacedinaline,6775,multiple myeloma
12292,barusiban,789,infertility
12293,nefopam,1082,cholecystitis
12293,nefopam,25144,shivering
12294,anrukinzumab,2099,asthma
12295,evodenoson,501,glaucoma
12295,evodenoson,822,hypertension
12295,evodenoson,1259,coma
12295,evodenoson,7906,ocular hypertension
12296,gs-5745,100280,crohn's disease
12298,5-(hydroxymethyl)-2-furaldehyde,1903,anemia
12299,bavisant,752,hyperactivity
12299,bavisant,7018,attention deficit hyperactivity disorder
12299,bavisant,30955,alcoholism
12299,bavisant,100033,tics
12300,p-nitrobiphenyl,31607,pelvic organ prolapse
12301,doravirine,2721,immunodeficiency
12302,cp-724714,2664,neoplasm
12303,motolimod,2664,neoplasm
12303,motolimod,2665,lymphoma
12304,entolimod,30731,carcinoma
12305,dasotraline,752,hyperactivity
12305,dasotraline,7018,attention deficit hyperactivity disorder
12307,foretinib,508,ptosis
12307,foretinib,2664,neoplasm
12307,foretinib,30731,carcinoma
12307,foretinib,31796,recurrent
12308,eltanolone,1251,ataxia
12308,eltanolone,1337,tremor
12310,trehalose,3560,muscular dystrophy
12311,cp1-1189,726,dementia
12313,dopexamine,2615,hypotension
12313,dopexamine,31273,shock
12319,benzbromarone,1997,gout
12319,benzbromarone,2149,hyperuricemia
12319,benzbromarone,11010,chronic
12319,benzbromarone,12622,chronic kidney disease
12321,ifetroban,20034,diffuse
12321,ifetroban,100324,scleroderma
12322,gw-870086,2099,asthma
12323,radotinib,1909,leukemia
12323,radotinib,11010,chronic
12323,radotinib,12324,myeloid leukemia
12325,idasanutlin,1909,leukemia
12325,idasanutlin,2664,neoplasm
12325,idasanutlin,2665,lymphoma
12325,idasanutlin,4808,acute myeloid leukemia
12325,idasanutlin,11009,acute
12325,idasanutlin,12324,myeloid leukemia
12325,idasanutlin,31796,recurrent
12326,antroquinonol,3077,hyperlipidemia
12328,cantharidin,11856,pica
12328,cantharidin,32163,molluscum contagiosum
12328,cantharidin,33005,plantar warts
12328,cantharidin,100033,tics
12328,cantharidin,100754,mania
12330,blisibimod,112,nephropathy
12330,blisibimod,2725,systemic lupus erythematosus
12330,blisibimod,2955,granulomatosis
12330,blisibimod,10783,erythema
12330,blisibimod,32252,granuloma
12331,labetuzumab govitecan,3003,colon cancer
12332,rucaparib,508,ptosis
12332,rucaparib,1428,somatic mutation
12335,tanezumab,1369,arthritis
12335,tanezumab,2758,osteoarthritis
12336,gdc-0917,2665,lymphoma
12339,radezolid,25615,abscess
12340,navitoclax,1909,leukemia
12340,navitoclax,2665,lymphoma
12340,navitoclax,5526,lymphoid leukemia
12340,navitoclax,11010,chronic
12341,ly-2456302,739,anxiety
12344,fezakinumab,1047,atopic dermatitis
12344,fezakinumab,1369,arthritis
12344,fezakinumab,1370,rheumatoid arthritis
12346,vatelizumab,2583,colitis
12346,vatelizumab,100279,ulcerative colitis
12348,5-amino-1-3-4-thiadiazole-2-thiol,32262,pulmonary tuberculosis
12349,dulanermin,2665,lymphoma
12350,rostafuroxin,822,hypertension
12353,ulodesine,1369,arthritis
12353,ulodesine,1997,gout
12353,ulodesine,2149,hyperuricemia
12354,imrecoxib,1369,arthritis
12354,imrecoxib,2758,osteoarthritis
12354,imrecoxib,5086,knee osteoarthritis
12355,netazepide,410281,dyspepsia
12356,fletikumab,1369,arthritis
12356,fletikumab,1370,rheumatoid arthritis
12357,bms-863233,31375,refractory
12359,biib021,2665,lymphoma
12360,pf-03654764,3193,allergic rhinitis
12360,pf-03654764,12384,rhinitis
12363,dusigitumab,1402,hepatocellular carcinoma
12363,dusigitumab,30731,carcinoma
12364,betrixaban,1907,thromboembolism
12364,betrixaban,2204,pulmonary embolism
12364,betrixaban,12826,moderate
12364,betrixaban,12828,severe
12365,perzinfotel,819,diabetes mellitus
12365,perzinfotel,12531,pain
12366,vestronidase alfa,1249,intellectual disability
12366,vestronidase alfa,3676,progressive
12366,vestronidase alfa,4322,short stature
12366,vestronidase alfa,32320,affected
12367,selurampanel,1259,coma
12367,selurampanel,8256,adrenocortical adenoma
12367,selurampanel,100242,sarcoma
12369,sotrastaurin,1909,leukemia
12369,sotrastaurin,2665,lymphoma
12369,sotrastaurin,2861,melanoma
12369,sotrastaurin,7716,uveal melanoma
12369,sotrastaurin,31796,recurrent
12370,ipamorelin,2595,ileus
12371,siponimod,100614,myositis
12373,isunakinra,509,conjunctivitis
12373,isunakinra,7879,allergic conjunctivitis
12375,oglemilast,11010,chronic
12376,ricolinostat,3002,breast carcinoma
12376,ricolinostat,30731,carcinoma
12382,r-306465,2664,neoplasm
12383,cytochlor,30645,central
12384,ar-67,1259,coma
12384,ar-67,12174,glioblastoma multiforme
12384,ar-67,100242,sarcoma
12387,osi-027,2665,lymphoma
12388,evocalcet,843,hyperparathyroidism
12388,evocalcet,867,secondary hyperparathyroidism
12389,zamicastat,822,hypertension
12389,zamicastat,11010,chronic
12390,mbx-8025,3077,hyperlipidemia
12391,sagopilone,2664,neoplasm
12391,sagopilone,2861,melanoma
12392,resminostat,1402,hepatocellular carcinoma
12392,resminostat,2665,lymphoma
12392,resminostat,30731,carcinoma
12394,eleclazine,4308,ventricular arrhythmia
12394,eleclazine,11675,arrhythmia
12395,esreboxetine,3326,myalgia
12396,fresolimumab,96,glomerulosclerosis
12396,fresolimumab,97,focal segmental glomerulosclerosis
12396,fresolimumab,20034,diffuse
12396,fresolimumab,30650,focal
12396,fresolimumab,100001,malignant mesothelioma
12398,naproxen etemesil,1369,arthritis
12398,naproxen etemesil,2758,osteoarthritis
12399,polmacoxib,1369,arthritis
12399,polmacoxib,2758,osteoarthritis
12399,polmacoxib,12838,localized
12400,voxtalisib,2665,lymphoma
12400,voxtalisib,2861,melanoma
12401,bromperidol,726,dementia
12401,bromperidol,739,anxiety
12401,bromperidol,100753,schizophrenia
12402,pumosetrag,2020,gastroesophageal reflux
12403,samarium,1259,coma
12403,samarium,2669,osteosarcoma
12403,samarium,12125,prostate cancer
12403,samarium,12531,pain
12403,samarium,100242,sarcoma
12405,triciribine,1909,leukemia
12405,triciribine,30731,carcinoma
12406,lisofylline,819,diabetes mellitus
12407,iobitridol,819,diabetes mellitus
12407,iobitridol,2621,atherosclerosis
12408,pf-03635659,11010,chronic
12410,sabarubicin,12125,prostate cancer
12412,gemigliptin,819,diabetes mellitus
12413,indusatumab vedotin,2672,gastrointestinal carcinoma
12413,indusatumab vedotin,6725,pancreatic adenocarcinoma
12413,indusatumab vedotin,30731,carcinoma
12413,indusatumab vedotin,31796,recurrent
12414,usistapide,1513,obesity
12414,usistapide,25502,overweight
12415,galeterone,12125,prostate cancer
12417,anagliptin,819,diabetes mellitus
12418,saccharin,822,hypertension
12418,saccharin,3074,hyperglycemia
12419,hsd-016,100033,tics
12420,diazepinomicin,12174,glioblastoma multiforme
12420,diazepinomicin,100033,tics
12421,somavaratan,824,growth hormone deficiency
12422,sulforaphane,717,autism
12424,mk-3207,2076,migraine
12425,liothyronine i-131,11662,tricuspid atresia
12426,bitopertin,100753,schizophrenia
12428,pac-14028,989,pruritus
12428,pac-14028,10783,erythema
12429,ci-1040,2664,neoplasm
12432,cc-401,1909,leukemia
12432,cc-401,12324,myeloid leukemia
12433,sch-900271,3077,hyperlipidemia
12433,sch-900271,3124,hypercholesterolemia
12435,tipelukast,2206,pulmonary fibrosis
12436,vofopitant,100785,insomnia
12438,filociclovir,32322,healthy
12438,filociclovir,100033,tics
12442,alvespimycin,11009,acute
12442,alvespimycin,31273,shock
12445,nitroaspirin,4417,intermittent claudication
12446,derenofylline,1635,congestive heart failure
12446,derenofylline,11009,acute
12447,nadifloxacin,1061,acne
12448,lifibrol,3124,hypercholesterolemia
12448,lifibrol,10980,hyperlipoproteinemia
12450,propyl gallate,32322,healthy
12451,scy-635,11010,chronic
12451,scy-635,12115,hepatitis
12451,scy-635,200123,chronic hepatitis
12452,caprylic alcohol,1337,tremor
12453,chlorine dioxide,100812,halitosis
12454,zalypsis,1259,coma
12454,zalypsis,2665,lymphoma
12454,zalypsis,100242,sarcoma
12455,omadacycline,2090,pneumonia
12455,omadacycline,11856,pica
12455,omadacycline,100033,tics
12456,bococizumab,1056,milia
12456,bococizumab,3077,hyperlipidemia
12456,bococizumab,3124,hypercholesterolemia
12457,rimegepant,2076,migraine
12460,conbercept,608,macular degeneration
12462,ralinepag,822,hypertension
12462,ralinepag,2092,pulmonary arterial hypertension
12463,semagacestat,2511,alzheimer disease
12464,bevenopran,2019,constipation
12465,ketanserin,12828,severe
