#DrugBank-ID,Drug_name,Disease_ID,Disease_name
12617,mizoribine,180300,rheumatoid arthritis
12625,evogliptin,166710,osteoporosis
12635,aleplasinin,104300,alzheimer disease
12636,samalizumab,29073,multiple myeloma
12637,onapristone,176807,prostate cancer
12639,telbermin,803,amyotrophic lateral sclerosis
12645,givinostat,729,polycythemia vera
12645,givinostat,92,juvenile idiopathic arthritis
12645,givinostat,98896,duchenne muscular dystrophy
12649,ibipinabant,601665,obesity
12650,l-deprenyl-d2 c-11,104300,alzheimer disease
12659,sj-733,673,malaria
12663,letrazuril,1549,cryptosporidiosis
12665,isoquercetin,114500,colorectal cancer
12665,isoquercetin,260350,pancreatic cancer
12671,beloranib,601665,obesity
12671,beloranib,54595,craniopharyngioma
12672,icaritin,114480,breast cancer
12672,icaritin,114550,hepatocellular carcinoma
12672,icaritin,88673,hepatocellular carcinoma
12674,lurbinectedin,114480,breast cancer
12674,lurbinectedin,167000,ovarian cancer
12676,modufolin,668,osteosarcoma
12677,soblidotin,211980,lung cancer
12683,lumretuzumab,114480,breast cancer
12683,lumretuzumab,211980,lung cancer
12688,moxetumomab pasudotox,98293,hodgkin lymphoma
12694,ce-326597,601665,obesity
12695,phenethyl isothiocyanate,211980,lung cancer
12703,omipalisib,2032,idiopathic pulmonary fibrosis
12707,ar-42,2495,meningioma
12709,tributyrin,176807,prostate cancer
12710,perazine,181500,schizophrenia
12718,carlumab,176807,prostate cancer
12727,perfosfamide,29073,multiple myeloma
12727,perfosfamide,635,neuroblastoma
12736,etanidazole,251636,ependymoma
12736,etanidazole,360,glioblastoma
12740,cc-115,176807,prostate cancer
12740,cc-115,360,glioblastoma
12740,cc-115,668,osteosarcoma
12744,cgi-1842,167000,ovarian cancer
12748,ltx-315,114480,breast cancer
12755,zoptarelin doxorubicin,114480,breast cancer
12755,zoptarelin doxorubicin,167000,ovarian cancer
12755,zoptarelin doxorubicin,176807,prostate cancer
12755,zoptarelin doxorubicin,608089,endometrial cancer
12756,tak-901,29073,multiple myeloma
12762,rabacfosadine,29073,multiple myeloma
12768,bcg vaccine,109800,bladder cancer
12769,lometrexol,211980,lung cancer
12770,lafutidine,109350,gastroesophageal reflux
12771,hydroxytyrosol,114480,breast cancer
12775,abituzumab,176807,prostate cancer
12777,somatoprim,963,acromegaly
12783,benserazide,115000,cardiac arrhythmia
12784,ns-018,3318,essential thrombocythemia
12784,ns-018,729,polycythemia vera
12784,ns-018,824,primary myelofibrosis
12794,p-quaterphenyl,673,malaria
12799,laniquidar,114480,breast cancer
12802,picropodophyllin,211980,lung cancer
12807,naptumomab estafenatox,260350,pancreatic cancer
12809,bk-mda,93930,bladder exstrophy
12819,gsi-136,104300,alzheimer disease
12827,indoximod,211980,lung cancer
12827,indoximod,251636,ependymoma
12833,tandospirone,181500,schizophrenia
12836,grapiprant,114480,breast cancer
12836,grapiprant,165720,osteoarthritis
12836,grapiprant,176807,prostate cancer
12836,grapiprant,211980,lung cancer
12839,pegvaliase,261600,phenylketonuria
12839,pegvaliase,716,phenylketonuria
12842,pegamotecan,133239,esophageal cancer
12843,oleandrin,211980,lung cancer
12845,amatuximab-,156240,mesothelioma- malignant
12845,amatuximab,167000,ovarian cancer
12845,amatuximab,260350,pancreatic cancer
12847,pyroxamide,211750,c syndrome
12847,pyroxamide,1308,c syndrome
12849,clazakizumab,180300,rheumatoid arthritis
12850,etalocib,260350,pancreatic cancer
12854,bms-908662,114500,colorectal cancer
12857,nvp-leq-506,155255,medulloblastoma
12857,nvp-leq-506,616,medulloblastoma
12858,ly-377604,601665,obesity
12859,tantalum,165720,osteoarthritis
12860,actinium,114480,breast cancer
12867,benperidol,181500,schizophrenia
12870,buthionine sulfoximine,635,neuroblastoma
12871,burlulipase,219700,cystic fibrosis
12871,burlulipase,586,cystic fibrosis
12872,vonicog alfa,903,von willebrand disease
12873,dianhydrogalactitol,360,glioblastoma
12875,mavatrep,165720,osteoarthritis
12881,indole-3-carbinol,114480,breast cancer
12883,eltoprazine,181500,schizophrenia
12884,lavoltidine,109350,gastroesophageal reflux
12885,cf-102,114550,hepatocellular carcinoma
12885,cf-102,88673,hepatocellular carcinoma
12886,gsk-1521498,601665,obesity
12887,tazemetostat,69077,rhabdoid tumor
12889,velneperit,601665,obesity
12891,ozanezumab,803,amyotrophic lateral sclerosis
12893,sacituzumab govitecan,114480,breast cancer
12893,sacituzumab govitecan,114500,colorectal cancer
12893,sacituzumab govitecan,133239,esophageal cancer
12895,td-139,2032,idiopathic pulmonary fibrosis
12902,trofosfamide,155255,medulloblastoma
12902,trofosfamide,251636,ependymoma
12902,trofosfamide,616,medulloblastoma
12905,samarium sm-153,114480,breast cancer
12905,samarium sm-153,176807,prostate cancer
12905,samarium sm-153,211980,lung cancer
12920,pinometostat,211750,c syndrome
12920,pinometostat,1308,c syndrome
12921,chlorsulfaquinoxaline,114500,colorectal cancer
12921,chlorsulfaquinoxaline,211980,lung cancer
12928,get-73,103780,alcohol dependence
12930,opipramol,181500,schizophrenia
12931,fenobam,908,fragile x syndrome
12941,odm-201,114480,breast cancer
12941,odm-201,176807,prostate cancer
12943,milatuzumab,211750,c syndrome
12943,milatuzumab,1308,c syndrome
12943,milatuzumab,29073,multiple myeloma
12946,8-cyclopentyl-1-3-dipropylxanthine-,219700,cystic fibrosis
12946,8-cyclopentyl-1-3-dipropylxanthine-,586,cystic fibrosis
12952,methylprednisone,180300,rheumatoid arthritis
12954,terizidone,3389,tuberculosis
12956,vantictumab,260350,pancreatic cancer
12958,prothipendyl,181500,schizophrenia
12962,cp-547632,167000,ovarian cancer
12963,ccx-354,180300,rheumatoid arthritis
12975,pyronaridine,673,malaria
12976,robatumumab,668,osteosarcoma
12982,silicon,254400,mycosis fungoides
12983,pigment blue 16,254400,mycosis fungoides
12984,larotaxel,114480,breast cancer
12985,quisinostat,211750,c syndrome
12985,quisinostat,1308,c syndrome
12988,ly-518674,211750,c syndrome
12988,ly-518674,1308,c syndrome
12992,bleomycin a6,211980,lung cancer
12994,mip-1095 i-123,176807,prostate cancer
12998,pf-00217830,181500,schizophrenia
13000,pci-27483,260350,pancreatic cancer
13005,rebastinib,521,chronic myeloid leukemia
13010,4-isothioureidobutyronitrile,167000,ovarian cancer
13012,aqx-1125,310465,n syndrome
13012,aqx-1125,2608,n syndrome
13012,aqx-1125,37202,interstitial cystitis
13017,rovalpituzumab tesirine,211980,lung cancer
13017,rovalpituzumab tesirine,360,glioblastoma
13020,apratastat,180300,rheumatoid arthritis
13029,mk-0873,180300,rheumatoid arthritis
13030,2'-fluoro-5-ethylarabinosyluracil,52416,mantle cell lymphoma
13031,niobium,601665,obesity
13034,foxy-5,114480,breast cancer
13034,foxy-5,114500,colorectal cancer
13034,foxy-5,176807,prostate cancer
13037,namilumab,180300,rheumatoid arthritis
13038,glyceryl trioleate,300100,adrenoleukodystrophy
13040,gandotinib-,187950,thrombocythemia- essential
13040,gandotinib,729,polycythemia vera
13040,gandotinib,824,primary myelofibrosis
13044,gossypol,211980,lung cancer
13045,racotumomab,635,neuroblastoma
13045,racotumomab,790,retinoblastoma
13046,tocladesine,114500,colorectal cancer
13046,tocladesine,29073,multiple myeloma
13047,pentavalent antimony,507,leishmaniasis
13048,pac-1,114480,breast cancer
13049,lobaplatin,114480,breast cancer
13049,lobaplatin,114550,hepatocellular carcinoma
13049,lobaplatin,668,osteosarcoma
13049,lobaplatin,88673,hepatocellular carcinoma
13052,upamostat,260350,pancreatic cancer
13054,act-451840,673,malaria
13069,nimustine,360,glioblastoma
13071,creatinolfosfate,180300,rheumatoid arthritis
13073,tregalizumab,180300,rheumatoid arthritis
13074,macimorelin,90695,panhypopituitarism
13076,yttrium y-90,114500,colorectal cancer
13080,cyr-101,181500,schizophrenia
13084,pyritinol,181500,schizophrenia
13085,riamet,673,malaria
13089,enoxolone,320,apparent mineralocorticoid excess
13098,ct-2584,176807,prostate cancer
13104,x-396,211980,lung cancer
13110,antimony,507,leishmaniasis
13111,chromanol,176807,prostate cancer
13118,paquinimod,109100,autoimmune disease
13118,paquinimod,673,malaria
13120,deferitazole,613985,beta-thalassemia
13120,deferitazole,848,beta-thalassemia
13132,artemisinin,181500,schizophrenia
13132,artemisinin,673,malaria
13133,von willebrand factor human,903,von willebrand disease
13142,calcium glubionate,166710,osteoporosis
13145,nedaplatin,211980,lung cancer
13146,fluciclovine (18f),176807,prostate cancer
13150,coagulation factor vii human,306700,hemophilia a
13150,coagulation factor vii human,327,congenital factor vii deficiency
13150,coagulation factor vii human,73274,acquired hemophilia
13150,coagulation factor vii human,98878,hemophilia a
13151,anti-inhibitor coagulant complex,306700,hemophilia a
13151,anti-inhibitor coagulant complex,98878,hemophilia a
13152,coagulation factor ix human,306900,hemophilia b
13152,coagulation factor ix human,98879,hemophilia b
13164,olmutinib,211980,lung cancer
13167,alclofenac,180300,rheumatoid arthritis
13173,cerliponase alfa,168491,late infantile neuronal ceroid lipofuscinosis
13173,cerliponase alfa,216,neuronal ceroid lipofuscinosis
13173,cerliponase alfa,79263,infantile neuronal ceroid lipofuscinosis
13178,inositol,211750,c syndrome
13178,inositol,1308,c syndrome
13192,antihemophilic factor human,306700,hemophilia a
13192,antihemophilic factor human,98878,hemophilia a
13196,valerian,143465,attention deficit-hyperactivity disorder
13198,pepsin,219700,cystic fibrosis
13198,pepsin,260350,pancreatic cancer
13198,pepsin,586,cystic fibrosis
13200,lipegfilgrastim,211750,c syndrome
13200,lipegfilgrastim,1308,c syndrome
13227,tribenoside,192200,varicose veins
13268,acetarsol,673,malaria
13281,bromelains,165720,osteoarthritis
13307,proscillaridin,360,glioblastoma
13352,deanol,143465,attention deficit-hyperactivity disorder
13352,deanol,209850,autism
13352,deanol,272620,tardive dyskinesia
13392,mercurochrome,330021,mercury poisoning
13518,alginic acid,109350,gastroesophageal reflux
13615,mifamurtide,668,osteosarcoma
13620,potassium gluconate,115000,cardiac arrhythmia
13783,acemetacin,165720,osteoarthritis
13783,acemetacin,180300,rheumatoid arthritis
13851,artemotil,673,malaria
13854,gamolenic acid,166710,osteoporosis
13854,gamolenic acid,180300,rheumatoid arthritis
13882,methyl nicotinate,180300,rheumatoid arthritis
13884,albutrepenonacog alfa,306900,hemophilia b
13884,albutrepenonacog alfa,98879,hemophilia b
13894,agkistrodon piscivorus antivenin,97278,ppoma
13897,equine botulinum neurotoxin e immune fab2,1267,botulism
13898,equine botulinum neurotoxin c immune fab2,1267,botulism
13899,equine botulinum neurotoxin g immune fab2,1267,botulism
13900,equine botulinum neurotoxin a immune fab2,1267,botulism
13901,equine botulinum neurotoxin f immune fab2,1267,botulism
13902,equine botulinum neurotoxin d immune fab2,1267,botulism
13903,equine botulinum neurotoxin b immune fab2,1267,botulism
13906,aloe polysaccharide,146850,immune suppression
13913,belladonna,211750,c syndrome
13913,belladonna,1308,c syndrome
13915,axicabtagene ciloleucel,613024,follicular lymphoma
13915,axicabtagene ciloleucel,545,follicular lymphoma
13915,axicabtagene ciloleucel,98293,hodgkin lymphoma
13923,emicizumab,306700,hemophilia a
13923,emicizumab,98878,hemophilia a
13928,semaglutide,601665,obesity
13933,nonacog beta pegol,306900,hemophilia b
13933,nonacog beta pegol,98879,hemophilia b
13934,ligandrol,166710,osteoporosis
13938,s-40503,166710,osteoporosis
13939,rad-140,114480,breast cancer
13941,piperaquine,673,malaria
13944,testosterone enanthate,114480,breast cancer
13959,medium-chain triglycerides,219700,cystic fibrosis
13959,medium-chain triglycerides,586,cystic fibrosis
13967,patent blue,114480,breast cancer
13968,plasma protein fraction (human),54057,thrombotic thrombocytopenic purpura
13973,remestemcel-l,39812,graft versus host disease
13975,cimicifuga racemosa,114480,breast cancer
13984,cyclopropane,552,mody
13998,lonoctocog alfa,306700,hemophilia a
13998,lonoctocog alfa,903,von willebrand disease
13998,lonoctocog alfa,98878,hemophilia a
13999,moroctocog alfa,134500,factor viii deficiency
13999,moroctocog alfa,306700,hemophilia a
13999,moroctocog alfa,98878,hemophilia a
14001,alpha-tocopherol succinate,200100,abetalipoproteinemia
14001,alpha-tocopherol succinate,14,abetalipoproteinemia
14002,d-alpha-tocopherol acetate,180300,rheumatoid arthritis
14003,alpha-tocopherol acetate,200100,abetalipoproteinemia
14003,alpha-tocopherol acetate,14,abetalipoproteinemia
14006,choline salicylate,180300,rheumatoid arthritis
14006,choline salicylate,3099,rheumatic fever
14009,medical cannabis,181500,schizophrenia
14012,burosumab,437,hypophosphatemic rickets
14012,burosumab,89936,x-linked hypophosphatemia
14033,acetyl sulfisoxazole,31204,nocardiosis
14033,acetyl sulfisoxazole,33475,meningococcal meningitis
14033,acetyl sulfisoxazole,673,malaria
14050,cannabidivarin,209850,autism
14050,cannabidivarin,778,rett syndrome
14050,cannabidivarin,908,fragile x syndrome
14100,pork collagen,165720,osteoarthritis
14132,8-chlorotheophylline,158280,motion sickness
14185,aripiprazole lauroxil,181500,schizophrenia
